app_id,app_name,review_text,review_score,review_votes
239030,"Papers, Please","Two years ago I was detained on my way into America. I was taken away from the line, seperated from my passport and dumped in a bleak empty room filled with lines of chairs and people in various states of distress. Nobody told me what was happening. Occasionally an agent would appear at the back of the room and give passports to some of the people waiting, who left quickly and quietly. At one point an elderly man went up to the desk and begged to be let through, to be met with ice-cold condescension.  After about half an hour I was called through into the back room. There I was told to sit down in front of a man called Keane, on a desk filled with papers. Keane never looked at me. He asked where I was going and why I was going there. When I said I was visiting my girlfriend he leered and asked me if it was 'true love'. When I asked him whether I'd been pulled out of the line for a reason or if it was a random check, he told me it 'wasn't random'. When I asked him if I would make my flight in 20 minutes, he told me that it depended how fast I could run.  Eventually Keane gave me my passport back and told me to 'lift my heels up'. I missed my flight by minutes. I waited for an hour for the next flight and then another hour on the plane for it to take off.  This game made me feel sorry for Keane.  10/10, would feel empathy against my will again",1,1
239030,"Papers, Please","Few jobs are more soul-sucking than sitting at a cramped desk and shuffling paperwork for hours on end. Now imagine doing that in an Eastern Bloc country during the height of the Cold War, with low pay, bleak conditions and the constant threat of being fired - or worse - if you screw up. Tedious, boring and stressful. Ideal subject matter for a video game, no? And yet Papers, Please is an unforgettable experience. It's been dubbed a 'paperwork simulator' - and that's not entirely inaccurate - but it's truly a game about freedom, power and how fleeting and illusory each can be.  An independent game designed by former Naughty Dog programmer Lucas Pope Papers, Please casts players as a border checkpoint officer in the fictional communist country of Arstotzka. Your job is simple, at least in concept: examine the documents of people who are trying to get into the country, and determine whether they're eligible for entry or should be turned away.  At first it's as easy as checking criteria like passport expiry dates, and rejecting paperwork that's invalid or forged. But before long, Papers, Please becomes a tension-filled juggling act, as you're cross-referencing work permits with identity cards, making sure the applicant's weight matches the value on their entry papers, checking fingerprint records and sometimes doing full-body scans for drugs and weapons.  Every new day adds new rules to follow and new layers of complexity, from making sure applicants' vaccinations are up to date to applying a draconian extra level of inspection for citizens of a rival nation. And every time you let mess up, you lose the money you'd have earned for properly processing that batch of paperwork.  To give the game a sense of grim consequence, your wages are tallied up at the end of each day, from which you must pay for rent, food, heat and medicine for your family. There's almost never enough money for everything... do you let your family go hungry in order to keep the heat on? When both your wife and son are sick and you can only afford medicine for one, who gets it? Despite the retro-flavoured visuals, the act of shuffling virtual papers is actually surprisingly tactile, and spotting a discrepancy and slamming the 'denied' stamp down on a person's passport imparts an odd thrill of power.  But not all decisions are clear-cut, and the game has 20 different endings depending on how things unfold. Do you let a man's pleading wife into the country, even though her paperwork isn't valid and the money it will cost you may mean you can't feed your family that night? Do you deny passage to the man who you suspect is a human trafficker, even though all his documents are in order? Who is behind the enigmatic organization that wants to overthrow the government, and do you dare get involved with their cause?  With a deluge of big-budget, high-profile games on the horizon, it might be easy to overlook a quiet, unusual game like Papers, Please. But don't do that, comrade. The consequences would be dire.",1,1
239030,"Papers, Please","Well first off let me start by saying Kolechians might be reading this review, if you are, please seek the nearest police officer and turn yourself in for being a terrorist. That being said, I'm very proud to have the Ministry of Admission let me review this amazing and impeccable game. The graphics are amazing, lifelike even! The controls are fantastic, you can really feel the  despair  joy in your character's eyes as you march to work and fufill your duty to glorious  Arstotzka.  I've never seen such a game before. If you can afford this game with the MoA's  meager  generous paycheck, I'd say pick up this gem.",1,1
239030,"Papers, Please",Woman: What is this Drawing on the Wall? Woman: My Dog Can Do Better Inspector: It is from my Son Woman: Oh Woman: Maybe He Should Try Sports Inspector: You Have made a mistake coming here Woman: Please Let Me through. *Gets Detained* Woman: What are you doing? Woman: Is this Because i make fun of drawing? Woman: I Take it Back! Woman: Picture Should Be in Museum!,1,1
239030,"Papers, Please","Until this game, I never believed I could be racist towards countries that don't exist.",1,1
239030,"Papers, Please",'papers please' *gives me all papers including id card* *id card says killer sideburns* *old grandma without killer sideburns* *i arrest her* best game ever,1,1
239030,"Papers, Please","Papers, Please",1,1
239030,"Papers, Please","Papers, Please is a puzzle, simulation game focused on the emotional task of working as an immigration officers, deciding who you let in and who you deny entry of. The game is based in a fictional country called Arstotzka.   The game play focuses around the work life of an immigration inspect at a boarder checkpoint. Players will inspect documents and using a selection of different tools to work out whether the papers meet all of the criteria to warrant access to crossing the boarder. When you do find a problem with the paper work presented to you, there is also the option to interrogate the applicant, which may result in the need for further information such as a full body scan or finger printers. Once you have worked out all of the paper work and questions being asked, you have to make a choice whether to Accept or deny entry, and then call the next person in line. Only then are you told any mistakes that you have made in the form of a warning slip.  On top of wading your way through all the paper work, you also have a time limit for the day in which you have to process as many applicants as possible. At the end of each working shift, you will earn money based on how many people have been processed, bribes collected, as well as deductions for any penalties you accrued. Then you must decided how to spend this money with your families budget, spending it on rent, food, heat and other necessities such as medicine or upgrades to your working environment.   Paper, Please has a very prominent sound track, which starts as a slow marching rhythm made by bass to represent flow of entrants in the line of applicants and how tired and depressed they are. Although the technical side of the music is basic, it is probably one of the most memorable soundtracks you will hear from a game.   The game is only as difficult as you make it; if you pay attention to every little detail, you shouldn't fail. Only if you missing key bits of information or just not paying attention in general will your warnings pile up, and you will start to get less and less money, which results in your bills not being paid, which then results in having to start all over.   The game took me a little over twenty hours to complete one run, there is just a huge amount of content to go through, although some of the applicants are scripted such as terrorists or smugglers, along with plot characters, a lot of the others are randomly generated which means no run should ever be the same.   Technically, I had no issues what so ever. It's a very technically simple game which can be played in Windows mode without problems either.  Papers, Please will certainly not be for everybody, but if you want to try something different from the regular shooting and spell casting games we are drowning in today, pick this up. I got over twenty hours of game play out of this awesome £6,99 title.   Glory to Arstotzka!   If you found this review helpful, please consider giving it a thumbs up. You can also find more reviews over at  http://www.completingthebackloggroup.com/    http://store.steampowered.com/app/239030",1,1
239030,"Papers, Please","Papers Please is just awesome. It's a game where you play an immigration inspector. No, that's not meant sarcastically. I know it sounds dull, but let me tell you that it is absolutely not. It's challenging and interesting, even if the game lasts just a few hours.   With every level you play new challenges are unlocked and near the end of the game you have to take into consideration the many aspects of an inspection.  There are many moral choices to be made and in total there are 20 endings so there's also more than enough replayabily. An endless mode is also included so this game is neverending. You could play this game your whole life and not get bored. Ok, maybe after a few years you'd get bored, but theoretically you could just go on and on.  The graphics have a retro Russian vibe that really impressed me. And the soundtrack isn't very long, but what's there is very good. The song that was played during the credits was actually great.  In the end Papers Please was a delight to play. If only more games had gameplay this fun and an idea this original. Get this as soon as you have some money.  Glory to Arstotzka !  [Rating: 90/100]",1,0
239030,"Papers, Please",Arstotzka greatest country in world. Entry are allow for everyone except dirty Kolechian scum. Cause no trouble.,1,1
239030,"Papers, Please","Papers, Please is an amazing game with an immersive story, fine music and great minimalistic art.  This game wasn't made for killing time. This game can and will kill you if you're not careful. It builds tension, it makes you question your morals, it makes you genuinely feel bad for your mistakes. It has the perfect atmosphere. You're in the shoes of a miserable inspector, checking miserable travellers, and the game will make you feel miserable just like them. It actually feels like having a job. And at the end of each day, you're happy that you made it through and that your son is still alive. It can't get more immersive than that, in my opinion.  The learning curve is steep, and I should say that for the less organized and less prepared players, it would take you a few restarts to learn a system to work it out. I know it did for me. But I wouldn't regret buying this game, it's great.  If what you want is a game that will make you suffer, get this.",1,1
239030,"Papers, Please","WOW what a game. I will admit I was so hesitant to buy this game because I judged it by its looks and the little gameplay it looked like it had. Boy I would have made the biggest mistake of my gaming life. Its hard for me to describe what makes this game my Game of the Year, and one of my favourite games of all time, but I can say you most certainly not be dissopointed. Its got humor, saddness, happieness, and its all by your decisions. As a border checkpoint worker you decide the fate of civilians, immigrants, even your family. All these choices and how good you do your job is a real challenge especially further into the game. Now im only speaking for myself how great this game is, but it simply must be experienced. And for it to be created by only one person Lucas Pope is incredible.  Glory to Arstotzka",1,0
239030,"Papers, Please",Arstotzka is BEST country! Passport Not needed Right?,1,1
239030,"Papers, Please",This game is great for those who like games that requires high concentration and reflex. It requires you to look at small details and work fast in the given time. Definitely recommend this game.,1,0
239030,"Papers, Please","'Papers, Please' fulfills the promise of indie game development as something original in both genre and execution, challenging the way other games have taught you to play, surprising you at various turns and involving you emotionally when you were least expecting it.  The game is short and while I'm not completely comfortable recommending it at full price, it's just too good to NOT recommend. If anything I've said in the previous paragraph intrigues you even a little, you should definitely give this one a go.",1,0
239030,"Papers, Please","This game actually made me break down in tears of sorrow. So much meaningful commentary on life. When I talk about meaningful games, this is always at or near the top of the list. It's hard for me to play, not only because the gameplay is actually challenging, but because of the human element. The things you have to do to continue the game, the decisions you're faced with, are all difficult and challenging. I really think everyone should play this game.",1,1
239030,"Papers, Please","Papers, Please is one of those games where you go in expecting to not like it. The graphics are retro (terrible compared to most other games available today), the controls overly simplistic, the music very repetitive. There are no voice actors; every conversation is shown by moving text bubbles. Finally, there is only one setting and you are completely stationary.   Put all of the above together and you would think that this is one of the most terrible games of the decade. But you would be wrong. Despite its simplicity, despite its repetitiveness, this is one of the most in depth, thought provoking games I've played in years. And with 20 different endings, there is plenty of replayability.  If you haven't played this game, you're missing out.",1,1
239030,"Papers, Please","Welcome to Arstotzka, a country that has recently opened its border after a war with Kolechia and thanks to the labor lottery, you are the newest immigration inspector in this tumultuous region. Bluntly stated, 'Papers, Please' is a job simulator that has you checking for discrepancies between information. You'll look over permits, IDs and passports. Reading to what the people say vs what is in the information. After you look over everything, you will either approve or deny them. If you find anything questionable, you can have the game check for dependencies, by clicking on two specific things, such as their photo doesn't match their face and then ask them about it. Later in the game, you will unlock things such as searching people and finger printing them.  Each day will have a new issue that you need to check for. Another layer that you look for. The game first starts out by only letting your own citizens back into your country. Then opening the borders to everyone with a ticket, then people need a permit, then a work permit for those working and an ID for your own citizens. You'll see the issuing city that you'll need to check your rulebook to see if its really an issuing city, a gender that you'll get to search their gender even if it looks like a woman, they could be a man, detain people with contraband, question identities and fingerprint them, look at the date of entry vs the expiration date of their passport, look at when their work permit says they'll leave vs how long they told you they'll be in the country vs what they told you. Eventually, forgeries will happen that will force you to see correct official seals are there. It is a lot of information you need to look over.  The major controls are just mouse clicks and drags. You have a rulebook that you can click and drag onto your desk. All information you are given from people needs to be click and dragged into your work desk to look over. Then approving or denying requires you to click to take out your stampers, then move the passport into place and click the approve or deny, then give everything back to the person, by clicking and dragging it back to them. Once you've approved or denied them, then its time to click the speaker to call up the next person in line. Its a very click heavy game, but as time goes on you can purchase booth upgrades that lets you click space or tab to call up things you'd normally just click and drag.  Each person that you process earns you $5. If you make mistakes and approve or deny someone that you shouldn't you will receive no penalty the first two or three times. After that, you start losing $5. Why does money matter? You have 4 people at home with you, your wife, your son, your mother in law and your uncle. You spend money on rent, heat, food and medicine. If you don't have enough money you have to start sacrificing things. If you don't have heat, your family will start getting sick and need medicine. If you don't have food, eventually your family will die. When your family dies its game over. You need to be both thorough and efficient in the game, because you only have so much time in a day. Some days get stopped short with unavoidable terrorist attacks and bombings that cause new rules such as searching every Kolechian.  There are other game over states, like doing something incorrect in front of the wrong person. If you get a game over, you can restart from any previous day. This makes the game pretty forgiving.   As the days go on, a stories will unfold and you'll be responsible for the course of mini stories. You'll meet interesting characters such as diplomats, soldiers with bribes, inspectors, angry people cursing you out, human trafficers, secret agents, mysterious men.  In all, this is a very unique game if not job simulator with a good story, good art style and music that matches the game and back story. I can understand if this game isn't for everyone, but if you can get into it, Papers, Please will keep your attention in a lot of ways. Once you get endless mode unlocked, you have 3 categories: timed, perfect and endless complete with leader boards.",1,1
239030,"Papers, Please",Now my parents can't say I'm unemployed no more. 10/10 Glory to Arstotzka,1,1
239030,"Papers, Please","Papers, Please , is an indie game published in 2013 by Lucas Pope, which sees the player take control of an immigration officer at the border of the fictional country of  Arstotzka , a country based on the slew of authoritarian dictatorships that popped up in Eastern Europe during the Cold War. Set in 1982 after the conclusion of a six-year conflict between Arstotzka and neighboring Kolechia, the player, an immigration officer for Arsotzka, has to decide based on varying rules who is or isn't allowed to enter Arstotzka.  Throughout the game, the player will be faced with tasks largely based around morality: Should this poor old woman be allowed to enter despite her expired passport? Should this refugee be allowed despite his criminal record? Is Cobrastan a real country? The game isn't vague with things and makes it clear the differences presented to the player: Money or Morality? With a family of five (and a sixth possible to adopt) to feed, shelter, and heat, the stakes are much higher and less personal and more interpersonal; it becomes logical to deny the masses illegally trying to enter Arstotzka as long as you're able to keep your family alive.  The rules for who can get into the country tend to change daily in the story mode, and the game makes sure to not keep the player too tired or too familiar with a single rule setup; One day people from the United Federation will be barred due to a Polio outbreak there, another day they'll be allowed in as long as they bring a certificate that they were vaccinated. The game keeps the player on full alert, and tosses in new mechanics (terrorist attacks and rifles players can use to stop them, armed revolutionary groups willing to sneak through the border to overthrow the regime, etc) to keep the player both on edge and entertained, not allowing itself to fall flat or get boring during the 31 days the game has as its story mode.  In addition to story mode, there exists an endless mode which allows the player to compete against others internationally via Steam in regard to how many people they can get across in a period of time or other factors, such as how quick they can get through people correctly.  The game is a masterpiece in storytelling and narrative, and provides a great deal of stress and emotional impact with the player, along with excellent gameplay which is sure to keep your brain on high alert for a period of time after you finish up. I strongly suggest you buy this game if you enjoy 1984-esque worlds, or if you enjoy puzzle games in general.",1,1
239030,"Papers, Please","This game will tell you more about yourself than a life time worth of therapy. Brutal at times but also charming. Papers Please taught me that to get by in life you have to be a bit of a cold harted monster, and i'm kind of ok with that.",1,1
239030,"Papers, Please",•Gets order to give any information about certain group. •Gives information about group. •Gets arrested for having information about group.  Glory to Arstotzka.,1,1
239030,"Papers, Please",This game proves that I can't feed a family,1,1
239030,"Papers, Please",My family died but I was able to pay the rent.  10/10,1,1
239030,"Papers, Please","You're working in the booth one day, and you receive a note. The note tells you that there's a serial killer in line today, and that he's killed a man's son. That man is line behind him. The note implores you to let this killer into the country, so that the man can find him and take revenge for his son. Or, you can detain the killer and have him taken by the police.  However, on top of all this, you have a sick family at home. Your own son is very ill and you need money for food and medicine. You could be seriously penalized for letting EITHER of these men through if they don't have proper paperwork. Hell, do you even know if the man will be able to CATCH this killer? What if he fails? You'll have let a murderer walk freely into the country.  You have to make a decision quickly because any time you waste means less money for your family.  This is the kind of scenario you deal with in this game. At first it feels like just the bleak observational game where you just look at paperwork and allow/deny access. But as the game goes on, you'll be presented with these moral quandries that really test you. Any decision you make, be it morally good or bad, saintly or selfish, could have a range of consequences. Which winds up making the game incredibly curious and makes you want to keep going to see what happens.",1,1
239030,"Papers, Please",Played with a mate while drinking. Made a replica rule book on scrap piece of paper to process faster. Reached 18 Checks in one day. Realised East/West Grestin = East/West Germany. Played as fascists. Son is sick far too often. Did not pay for his medication. Died on his birthday. Had enough money for level 5 apartment.  10/10 Glory to Arstotska.,1,1
239030,"Papers, Please",Man bribes me to get in with a digital watch. It's a precious family heirloom. He also gives me money. Take both and have him arrested.  10/10 Glory to Arstotzka.,1,1
239030,"Papers, Please",Destroying other people's lives with a single press of a stamp since 1982.,1,1
239030,"Papers, Please","This is a testament to the power of games as a medium. It manages to be, all at once, an intellectual stimulation, an escape from reality, and social commentary. It is art, entertainment and work rolled into one. As the player, you are presented with a task that is very much like a lot of paper-pushing jobs out there. Yet here it becomes an intellectual challenge; a test of your mettle and attention. And somehow it is still fun. This is quite an accomplishment in terms of gameplay.  The story, meanwhile, is at once Orwellian and Kafkaesque. It is a kind of social commentary, but not on-the-nose; it is subtle, humourous, nuanced. The recurring characters, with very brief screen time, manage to be interesting and memorable. The Soviet aesthetic is superbly done in terms of design and graphics. The mechanics can be constraining sometimes, but that's part of its charm and challenge.  Above all, this is a game that is  sui generis , its own beast. There are games with similar micromanagement mechanics, but the aesthetic and the pacing of Papers, Please make it unique.",1,1
239030,"Papers, Please","*Woman walks up to counter ME: 'Papers, please. Your passport says you're a male.' WOMAN: 'I am.'  10/10",1,1
239030,"Papers, Please","*Starting a new day* *Calls first guy up* *Gets handed papers* *Checks name, DOB, work permit, etc* *Sees name is 'Ivan Bae'* *Immediately accepts into country* *Gets ticket*  I did it for Bae.  10/10",1,0
239030,"Papers, Please","My niece has disappeared. My friend from Hirsk is dead, because of my butterfingers. But, I've managed to keep my other friend out of jail. My son drew me a picture with his very expensive crayons. I try to do what is right. I smile when I can reject someone quickly. I go to bed, and don't know if I should wake up.  Papers, Please.",1,0
239030,"Papers, Please",&gt;Hot Lady comes up to booth (Found true love) &gt;Gives passport &gt;Gender is stated as male &gt;Screens her &gt;Very hot woman is a very hot guy  -Denied-  10/10,1,0
239030,"Papers, Please",Got thrown into a gulag for putting my son's drawing on my wall.  19/17 Would communist regime again.,1,1
239030,"Papers, Please",&gt;Another day at border point &gt;EZIC agent comes into booth &gt;He leaves poison &gt;I shoot EZIC agent as he leaves &gt;Guards drag body out of way of entrants &gt;Filthy Kolechian walks in &gt;Must find something to deny scum &gt;Find nothing wrong with papers &gt;I cry silently in the back &gt;I get an idea &gt;I let the filth pass &gt;I used the EZIC poison on passport &gt;Another Kolechian removed &gt;I am hailed as hero by guards and Arstotzkans in the line &gt;I admit a foreigner &gt;I get sent to gulag because I didn't notice it said 'Svyatoslavovich' on one document and 'svyatoslavovich' on another &gt;Glory to Arstotzka  10/10 would stamp papers for the motherland again.,1,1
239030,"Papers, Please",Communist simulator 2013. 10/10 would detain again.,1,1
239030,"Papers, Please",Used to do good job. Detained every filthy foreigner with forged documents.  Accidentaly helped the Order once. Had 19/20 citations to finish.  Got executed anyways for treason.  This game represents everything I stand for.,1,1
239030,"Papers, Please","Pros: - incredibly unique concept - tons of addictive fun - some humor here and there - multiple endings - choices matter - having to learn everything to succeed is a very pleasant experience Cons: - none  Final rating: 10/10 Buy it now, or you will be detained. Glory to Arstotzka.",1,1
239030,"Papers, Please","The Administrative intelligence inspector came by and told me im not allowed to hang items on the back wall except plaques of accomodation from them. They fined me $20. So i took down my soccer banner. A few days later it was my sons birthday and i had scrounged up enough money to buy a $25 crayon set for him. The next morning he drew a picture of me. I forgot about me not being allowed to hang items on wall and i did it anyways. It was a cute picture after all, maybe id get some kind comments from immigrants. One morning, the inspector came back and had me arrested and put to a labor camp. I lost the game because of a child's drawing. glory to artotzka",1,1
